title,info,file,expires,tags,usage,country
Recruit IV AG ENVIRONMENTAL AGENTS,Recruit IV AG ENVIRONMENTAL AGENTS,TW_Recruit_IV_AG_pkg_bdg_zh_pms.eps,Never,Taiwan; 蟻定清; Recruit,"Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",
Razor INSECTICIDE,Razor INSECTICIDE,TW_Razor_pkg_txt_zh_pms.eps,Never,Taiwan; 穗穗安; Razor,"Black, 1525 C Orange, PMS 285 C Blue",
Razor INSECTICIDE,Razor INSECTICIDE,TW_Razor_pkg_bdg_zh_pms.eps,Never,Taiwan; 穗穗安; Razor,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Radiant 11.7% INSECTICIDE,Radiant 11.7% INSECTICIDE,TW_Radiant_11.7_pkg_txt_zh_pms.eps,Never,Taiwan; 道禮菜園寶; Radiant,"Black, 1525 C Orange, PMS 285 C Blue",
Radiant 11.7% INSECTICIDE,Radiant 11.7% INSECTICIDE,TW_Radiant_11.7_pkg_bdg_zh_pms.eps,Never,Taiwan; 道禮菜園寶; Radiant,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Radiant5.87% INSECTICIDE,Radiant5.87% INSECTICIDE,TW_Radiant_5.87_pkg_txt_zh_pms.eps,Never,Taiwan; 道禮農園寶; Radiant,"Black, 1525 C Orange, PMS 285 C Blue",
Radiant5.87% INSECTICIDE,Radiant5.87% INSECTICIDE,TW_Radiant_5.87_pkg_bdg_zh_pms.eps,Never,Taiwan; 道禮農園寶; Radiant,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Postalone FUNGICIDE,Postalone FUNGICIDE,TW_Postalone_pkg_txt_zh_pms.eps,Never,Taiwan; 保青翠; Postalone,"Black, PMS 519 C Purple, PMS 285 C Blue",
Postalone FUNGICIDE,Postalone FUNGICIDE,TW_Postalone_pkg_bdg_zh_pms.eps,Never,Taiwan; 保青翠; Postalone,"Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Nurelle INSECTICIDE,Nurelle INSECTICIDE,TW_Nurelle_pkg_txt_zh_pms.eps,Never,Taiwan; 道禮農順; Nurelle,"Black, 1525 C Orange, PMS 285 C Blue",
Nurelle INSECTICIDE,Nurelle INSECTICIDE,TW_Nurelle_pkg_bdg_zh_pms.eps,Never,Taiwan; 道禮農順; Nurelle,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
M-45 Dithane FUNGICIDE,M-45 Dithane FUNGICIDE,TW_M-45_Dithane_pkg_txt_zh_pms.eps,Never,Taiwan; 道禮金大生; Dithane,"Black, PMS 513 C Purple, PMS 285 C Blue",
M-45 Dithane FUNGICIDE,M-45 Dithane FUNGICIDE,TW_M-45_Dithane_pkg_bdg_zh_pms.eps,Never,Taiwan; 道禮金大生; Dithane,"Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Lorsban 75% INSECTICIDE,Lorsban 75% INSECTICIDE,TW_Lorsban_75_pkg_txt_zh_pms.eps,Never,Taiwan; 好作伴; Lorsban,"Black, 158 C Orange, PMS 285 C Blue",
Lorsban 75% INSECTICIDE,Lorsban 75% INSECTICIDE,TW_Lorsban_75_pkg_bdg_zh_pms.eps,Never,Taiwan; 好作伴; Lorsban,"Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Lorsban 44.9% INSECTICIDE,Lorsban 44.9% INSECTICIDE,TW_Lorsban_44.9_pkg_txt_zh_pms.eps,Never,Taiwan; 好作伙; Lorsban,"Black, 1525 C Orange, PMS 285 C Blue",
Lorsban 44.9% INSECTICIDE,Lorsban 44.9% INSECTICIDE,TW_Lorsban_44.9_pkg_bdg_zh_pms.eps,Never,Taiwan; 好作伙; Lorsban,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Lannate INSECTICIDE,Lannate INSECTICIDE,TW_Lannate_pkg_txt_zh_pms.eps,Never,Taiwan; 萬靈; Lannate,"Black, 158 C Orange, PMS 285 C Blue",
Lannate INSECTICIDE,Lannate INSECTICIDE,TW_Lannate_pkg_bdg_zh_pms.eps,Never,Taiwan; 萬靈; Lannate,"Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Kocide 2000 FUNGICIDE,Kocide 2000 FUNGICIDE,TW_Kocide_2000_pkg_txt_zh_pms.eps,Never,Taiwan; 克菌多; Kocide,"Black, PMS 513 C Purple, PMS 285 C Blue",
Kocide 2000 FUNGICIDE,Kocide 2000 FUNGICIDE,TW_Kocide_2000_pkg_bdg_zh_pms.eps,Never,Taiwan; 克菌多; Kocide,"Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Goal HERBICIDE,Goal HERBICIDE,TW_Goal_pkg_txt_zh_pms.eps,Never,Taiwan; 割地草; Goal,"Black, PMS 349 C Green, PMS 285 C Blue",
Goal HERBICIDE,Goal HERBICIDE,TW_Goal_pkg_bdg_zh_pms.eps,Never,Taiwan; 割地草; Goal,"Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",
Glyphosate IPA HERBICIDE,Glyphosate IPA HERBICIDE,TW_Glyphosate_pkg_txt_zh_pms.eps,Never,Taiwan; 草虎,"Black, PMS 340 C Green, PMS 285 C Blue",
Glyphosate IPA HERBICIDE,Glyphosate IPA HERBICIDE,TW_Glyphosate_pkg_bdg_zh_pms.eps,Never,Taiwan; 草虎,"Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",
GF120 INSECTICIDE,GF120 INSECTICIDE,TW_GF120_pkg_txt_zh_pms.eps,Never,Taiwan; 香兒寶; GF120,"Black, 1525 C Orange, PMS 285 C Blue",
GF120 INSECTICIDE,GF120 INSECTICIDE,TW_GF120_pkg_bdg_zh_pms.eps,Never,Taiwan; 香兒寶; GF120,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Gallant 97% HERBICIDE,Gallant 97% HERBICIDE,TW_Gallant_94_pkg_txt_zh_pms.eps,Never,Taiwan; 新招福; Gallant,"Black, PMS 349 C Green, PMS 285 C Blue",
Gallant 97% HERBICIDE,Gallant 97% HERBICIDE,TW_Gallant_94_pkg_bdg_zh_pms.eps,Never,Taiwan; 新招福; Gallant,"Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",
Gallant 10.6% HERBICIDE,Gallant 10.6% HERBICIDE,TW_Gallant_10.6_pkg_txt_zh_pms.eps,Never,Taiwan; 新招福; Gallant,"Black, PMS 349 C Green, PMS 285 C Blue",
Gallant 10.6% HERBICIDE,Gallant 10.6% HERBICIDE,TW_Gallant_10.6_pkg_bdg_zh_pms.eps,Never,Taiwan; 新招福; Gallant,"Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",
Fencer 2.7 %HERBICIDE,Fencer 2.7 %HERBICIDE,TW_Fencer_pkg_txt_zh_pms.eps,Never,Taiwan; 稻田喜; Fencer,"Black, PMS 361 C Green, PMS 285 C Blue",
Fencer 2.7 %HERBICIDE,Fencer 2.7 %HERBICIDE,TW_Fencer_pkg_bdg_zh_pms.eps,Never,Taiwan; 稻田喜; Fencer,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Fencer 50% HERBICIDE,Fencer 50% HERBICIDE,TW_Fencer_50_pkg_txt_zh_pms.eps,Never,Taiwan; 稻田喜; Fencer,"Black, PMS 361 C Green, PMS 285 C Blue",
Fencer 50% HERBICIDE,Fencer 50% HERBICIDE,TW_Fencer_50_pkg_bdg_zh_pms.eps,Never,Taiwan; 稻田喜; Fencer,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Equation Pro FUNGICIDE,Equation Pro FUNGICIDE,TW_Equation_Pro_pkg_txt_zh_pms.eps,Never,Taiwan; 杜邦統讚; Equation,"Black, PMS 513 C Purple, PMS 285 C Blue",
Equation Pro FUNGICIDE,Equation Pro FUNGICIDE,TW_Equation_Pro_pkg_bdg_zh_pms.eps,Never,Taiwan; 杜邦統讚; Equation,"Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Entrust INSECTICIDE,Entrust INSECTICIDE,TW_Entrust_80_pkg_txt_zh_pms.eps,Never,Taiwan; 祝自然,"Black, 158 C Orange, PMS 285 C Blue",
Entrust INSECTICIDE,Entrust INSECTICIDE,TW_Entrust_80_pkg_bdg_zh_pms.eps,Never,Taiwan; 祝自然,"Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Dursban INSECTICIDE,Dursban INSECTICIDE,TW_Dursban_pkg_txt_zh_pms.eps,Never,Taiwan; 樂斯本; Dursban,"Black, 1525 C Orange, PMS 285 C Blue",
Dursban INSECTICIDE,Dursban INSECTICIDE,TW_Dursban_pkg_bdg_zh_pms.eps,Never,Taiwan; 樂斯本; Dursban,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Dursban F INSECTICIDE,Dursban F INSECTICIDE,TW_Dursban_F_pkg_txt_zh_pms.eps,Never,Taiwan; 樂斯本; Dursban,"Black, 1525 C Orange, PMS 285 C Blue",
Dursban F INSECTICIDE,Dursban F INSECTICIDE,TW_Dursban_F_pkg_bdg_zh_pms.eps,Never,Taiwan; 樂斯本; Dursban,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Dithiopyr Tech HERBICIDE,Dithiopyr Tech HERBICIDE,TW_Dithiopyr_pkg_txt_zh_pms.eps,Never,Taiwan,"Black, PMS 361 C Green, PMS 285 C Blue",
Dithiopyr Tech HERBICIDE,Dithiopyr Tech HERBICIDE,TW_Dithiopyr_pkg_bdg_zh_pms.eps,Never,Taiwan,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Dithane FUNGICIDE,Dithane FUNGICIDE,TW_Dithane_pkg_txt_zh_pms.eps,Never,Taiwan; 新大生霸王; Dithane,"Black, PMS 519 C Purple, PMS 285 C Blue",
Dithane FUNGICIDE,Dithane FUNGICIDE,TW_Dithane_pkg_bdg_zh_pms.eps,Never,Taiwan; 新大生霸王; Dithane,"Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Dithane F FUNGICIDE,Dithane F FUNGICIDE,TW_Dithane_F_pkg_txt_zh_pms.eps,Never,Taiwan; 大生霸王; Dithane,"Black, PMS 519 C Purple, PMS 285 C Blue",
Dithane F FUNGICIDE,Dithane F FUNGICIDE,TW_Dithane_F_pkg_bdg_zh_pms.eps,Never,Taiwan; 大生霸王; Dithane,"Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Delegate INSECTICIDE,Delegate INSECTICIDE,TW_Delegate_pkg_txt_zh_pms.eps,Never,Taiwan; 滿意; Delegate,"Black, 158 C Orange, PMS 285 C Blue",
Delegate INSECTICIDE,Delegate INSECTICIDE,TW_Delegate_pkg_bdg_zh_pms.eps,Never,Taiwan; 滿意; Delegate,"Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Conserve INSECTICIDE,Conserve INSECTICIDE,TW_Conserve_pkg_txt_zh_pms.eps,Never,Taiwan; 好菜園; Conserve,"Black, 1525 C Orange, PMS 285 C Blue",
Conserve INSECTICIDE,Conserve INSECTICIDE,TW_Conserve_pkg_bdg_zh_pms.eps,Never,Taiwan; 好菜園; Conserve,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Closer INSECTICIDE,Closer INSECTICIDE,TW_Closer_pkg_txt_zh_pms.eps,Never,Taiwan; 好到陣; Closer,"Black, 1525 C Orange, PMS 285 C Blue",
Closer INSECTICIDE,Closer INSECTICIDE,TW_Closer_pkg_bdg_zh_pms.eps,Never,Taiwan; 好到陣; Closer,"Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Clincher HERBICIDE,Clincher HERBICIDE,TW_Clincher_pkg_txt_zh_pms.eps,Never,Taiwan; 克稗; Clincher,"Black, PMS 361 C Green, PMS 285 C Blue",
Clincher HERBICIDE,Clincher HERBICIDE,TW_Clincher_pkg_bdg_zh_pms.eps,Never,Taiwan; 克稗; Clincher,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Benomyl FUNGICIDE,Benomyl FUNGICIDE,TW_Benomyl_pkg_txt_zh_pms.eps,Never,Taiwan; 杜邦免賴得,"Black, PMS 513 C Purple, PMS 285 C Blue",
Benomyl FUNGICIDE,Benomyl FUNGICIDE,TW_Benomyl_pkg_bdg_zh_pms.eps,Never,Taiwan; 杜邦免賴得,"Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Beam FUNGICIDE,Beam FUNGICIDE,TW_Beam_95_pkg_txt_zh_pms.eps,Never,Taiwan; 益友; Beam,"Black, PMS 513 C Purple, PMS 285 C Blue",
Beam FUNGICIDE,Beam FUNGICIDE,TW_Beam_95_pkg_bdg_zh_pms.eps,Never,Taiwan; 益友; Beam,"Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Beam 75% FUNGICIDE,Beam 75% FUNGICIDE,TW_Beam_75_pkg_txt_zh_pms.eps,Never,Taiwan; 益友; Beam,"Black, PMS 513 C Purple, PMS 285 C Blue",
Beam 75% FUNGICIDE,Beam 75% FUNGICIDE,TW_Beam_75_pkg_bdg_zh_pms.eps,Never,Taiwan; 益友; Beam,"Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Arius FUNGICIDE,Arius FUNGICIDE,TW_Arius_pkg_txt_zh_pms.eps,Never,Taiwan; 真青翠; Arius,"Black, PMS 519 C Purple, PMS 285 C Blue",
Arius FUNGICIDE,Arius FUNGICIDE,TW_Arius_pkg_bdg_zh_pms.eps,Never,Taiwan; 真青翠; Arius,"Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Vydate 100 SL Nematicide,Vydate 100 SL Nematicide,IL_Vydate_100_SL_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; NEMATOCIDE,"Black, PMS 4625 C Brown, PMS 285 C Blue",
Vydate 100 SL Nematicide,Vydate 100 SL Nematicide,IL_Vydate_100_SL_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; NEMATOCIDE,"Black, PMS 4625 C Brown, PMS 4645 C Brown, PMS 285 C Blue",
Tracer Ultra 120 SC Insecticide,Tracer Ultra 120 SC Insecticide,IL_Tracer_Ultra_120_SC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
Tracer Ultra 120 SC Insecticide,Tracer Ultra 120 SC Insecticide,IL_Tracer_Ultra_120_SC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
Titus 250 WG Herbicide,Titus 250 WG Herbicide,IL_Titus_250_WG_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 349 C Green, PMS 285 C Blue",
Titus 250 WG Herbicide,Titus 250 WG Herbicide,IL_Titus_250_WG_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",
Telone II 975 L Nematocide,Telone II 975 L Nematocide,IL_Telone_II_975_L_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; NEMATOCIDE,"Black, PMS 731 C Brown, PMS 285 C Blue",
Telone II 975 L Nematocide,Telone II 975 L Nematocide,IL_Telone_II_975_L_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; NEMATOCIDE,"Black, PMS 731 C Brown, PMS 4645 C Brown, PMS 285 C Blue",
Talius 200 EC Fungicide,Talius 200 EC Fungicide,IL_Talius_200_EC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 285 C Blue",
Talius 200 EC Fungicide,Talius 200 EC Fungicide,IL_Talius_200_EC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 3262 C Blue, PMS 285 C Blue",
Success Super 0.24 CB Insecticide,Success Super 0.24 CB Insecticide,IL_Success_Super_0.24_CB_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
Success Super 0.24 CB Insecticide,Success Super 0.24 CB Insecticide,IL_Success_Super_0.24_CB_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
"Success 0,24 CB Insecticide","Success 0,24 CB Insecticide","IL_Success_0,24_CB_bilingual_pkg_txt_he_pms.eps",Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
"Success 0,24 CB Insecticide","Success 0,24 CB Insecticide","IL_Success_0,24_CB_bilingual_pkg_bdg_he_pms.eps",Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
Starane 200 EC Herbicide,Starane 200 EC Herbicide,IL_Starane_200_EC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",
Starane 200 EC Herbicide,Starane 200 EC Herbicide,IL_Starane_200_EC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Sparta Super 60 SC Insecticide,Sparta Super 60 SC Insecticide,IL_Sparta_Super_60_SC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
Sparta Super 60 SC Insecticide,Sparta Super 60 SC Insecticide,IL_Sparta_Super_60_SC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
Sheriff Super 16.1 SC Fungicide,Sheriff Super 16.1 SC Fungicide,IL_Sheriff_Super_161_SC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 285 C Blue",
Sheriff Super 16.1 SC Fungicide,Sheriff Super 16.1 SC Fungicide,IL_Sheriff_Super_161_SC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 3262 C Blue, PMS 285 C Blue",
Sancozeb 80 WP Fungicide,Sancozeb 80 WP Fungicide,IL_Sancozeb_80_WP_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 285 C Blue",
Sancozeb 80 WP Fungicide,Sancozeb 80 WP Fungicide,IL_Sancozeb_80_WP_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 3262 C Blue, PMS 285 C Blue",
Runner 240 SC Insecticide,Runner 240 SC Insecticide,IL_Runner_240_SC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
Runner 240 SC Insecticide,Runner 240 SC Insecticide,IL_Runner_240_SC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
Rally 200 EW Fungicide,Rally 200 EW Fungicide,IL_Rally_200__EW_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 285 C Blue",
Rally 200 EW Fungicide,Rally 200 EW Fungicide,IL_Rally_200__EW_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 3262 C Blue, PMS 285 C Blue",
Mancur 714 WP Fungicide,Mancur 714 WP Fungicide,IL_Mancur_714_WP_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 285 C Blue",
Mancur 714 WP Fungicide,Mancur 714 WP Fungicide,IL_Mancur_714_WP_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 3262 C Blue, PMS 285 C Blue",
Lontrel 100 EC Herbicide,Lontrel 100 EC Herbicide,IL_Lontrel_100_EC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",
Lontrel 100 EC Herbicide,Lontrel 100 EC Herbicide,IL_Lontrel_100_EC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Lannate 900 SP Insecticide,Lannate 900 SP Insecticide,IL_Lannate_900_SP_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
Lannate 900 SP Insecticide,Lannate 900 SP Insecticide,IL_Lannate_900_SP_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
Lannate 200 SL Insecticide,Lannate 200 SL Insecticide,IL_Lannate_200_SL_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
Lannate 200 SL Insecticide,Lannate 200 SL Insecticide,IL_Lannate_200_SL_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
Kerb FLO 400 SC Herbicide,Kerb FLO 400 SC Herbicide,IL_Kerb_FLO_400_SC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",
Kerb FLO 400 SC Herbicide,Kerb FLO 400 SC Herbicide,IL_Kerb_FLO_400_SC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Kerb 50 WP Herbicide,Kerb 50 WP Herbicide,IL_Kerb_50_WP_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",
Kerb 50 WP Herbicide,Kerb 50 WP Herbicide,IL_Kerb_50_WP_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Karathane STAR 350 EC Fungicide,Karathane STAR 350 EC Fungicide,IL_Karathane_STAR_350_EC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 285 C Blue",
Karathane STAR 350 EC Fungicide,Karathane STAR 350 EC Fungicide,IL_Karathane_STAR_350_EC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 3262 C Blue, PMS 285 C Blue",
Indar 50 EW Fungicide,Indar 50 EW Fungicide,IL_Indar_50_EW_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 285 C Blue",
Indar 50 EW Fungicide,Indar 50 EW Fungicide,IL_Indar_50_EW_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 3262 C Blue, PMS 285 C Blue",
Garlon 480 EC Herbicide,Garlon 480 EC Herbicide,IL_Garlon_480_EC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",
Garlon 480 EC Herbicide,Garlon 480 EC Herbicide,IL_Garlon_480_EC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Gallant Super 104 EC Herbicide,Gallant Super 104 EC Herbicide,IL_Gallant_Super_104_EC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",
Gallant Super 104 EC Herbicide,Gallant Super 104 EC Herbicide,IL_Gallant_Super_104_EC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Flash 240 SC Insecticide,Flash 240 SC Insecticide,IL_Flash_240_SC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
Flash 240 SC Insecticide,Flash 240 SC Insecticide,IL_Flash_240_SC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
Dursban 480 EC Insecticide,Dursban 480 EC Insecticide,IL_Dursban_480_EC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
Dursban 480 EC Insecticide,Dursban 480 EC Insecticide,IL_Dursban_480_EC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
Dursban 5 G Insecticide,Dursban 5 G Insecticide,IL_Dursban_5_G_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 285 C Blue",
Dursban 5 G Insecticide,Dursban 5 G Insecticide,IL_Dursban_5_G_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; INSECTICIDE,"Black, PMS 201 C Red, PMS 7418 C Red, PMS 285 C Blue",
Derby 175 SC Herbicide,Derby 175 SC Herbicide,IL_Derby_175_SC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 285 C Blue",
Derby 175 SC Herbicide,Derby 175 SC Herbicide,IL_Derby_175_SC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; HERBICIDE,"Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Condor 936 EC Nematocide,Condor 936 EC Nematocide,IL_Condor_936_EC_bilingual_pkg_txt_he_pms.eps,Never,ISRAEL; Hebrew; NEMATOCIDE,"Black, PMS 731 C Brown, PMS 285 C Blue",
Condor 936 EC Nematocide,Condor 936 EC Nematocide,IL_Condor_936_EC_bilingual_pkg_bdg_he_pms.eps,Never,ISRAEL; Hebrew; NEMATOCIDE,"Black, PMS 731 C Brown, PMS 4645 C Brown, PMS 285 C Blue",
"Clipman 687,5 WG Fungicide","Clipman 687,5 WG Fungicide","IL_Clipman_687,5_WG_bilingual_pkg_txt_he_pms.eps",Never,ISRAEL; Hebrew; FUNGICIDE,"Black, PMS 322 C Blue, PMS 285 C Blue",
