title,info,file,expires,tags,usage,country
Dithane DG Neo-Tec Fungicide,Dithane DG Neo-Tec Fungicide,HU_Dithane_DG_Neo-Tec_pkg_bdg_hu_pms.eps,Never,"Hungary, Dithane DG Neo-Tec, gombaölő szer, Mankoceb, Hungarian, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Hungary
Dingo Herbicide,Dingo Herbicide,HU_Dingo_pkg_txt_hu_pms.eps,Never,"Hungary, Dingo, gyomirtó szer, 2,4-D amin só, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Hungary
Dingo Herbicide,Dingo Herbicide,HU_Dingo_pkg_bdg_hu_pms.eps,Never,"Hungary, Dingo, gyomirtó szer, 2,4-D amin só, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Hungary
Delegate 250 WG Insecticide,Delegate 250 WG Insecticide,HU_Delegate_250_WG_pkg_txt_hu_pms.eps,Never,"Hungary, Delegate 250 WG, rovarölő szer, spinetoram, Hungarian, Insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Hungary
Delegate 250 WG Insecticide,Delegate 250 WG Insecticide,HU_Delegate_250_WG_pkg_bdg_hu_pms.eps,Never,"Hungary, Delegate 250 WG, rovarölő szer, spinetoram, Hungarian, Insecticide","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Hungary
Curzate Super DF Fungicide,Curzate Super DF Fungicide,HU_Curzate_Super_DF_pkg_txt_hu_pms.eps,Never,"Hungary, Curzate Super DF, gombaölő szer, Réz-hidroxid, Cimoxanil, Hungarian, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Hungary
Curzate Super DF Fungicide,Curzate Super DF Fungicide,HU_Curzate_Super_DF_pkg_bdg_hu_pms.eps,Never,"Hungary, Curzate Super DF, gombaölő szer, Réz-hidroxid, Cimoxanil, Hungarian, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Hungary
Curzate F Fungicide,Curzate F Fungicide,HU_Curzate_F_pkg_txt_hu_pms.eps,Never,"Hungary, Curzate F, gombaölő szer, Folpet + Cimoxanil, Hungarian, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Hungary
Curzate F Fungicide,Curzate F Fungicide,HU_Curzate_F_pkg_bdg_hu_pms.eps,Never,"Hungary, Curzate F, gombaölő szer, Folpet + Cimoxanil, Hungarian, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Hungary
Corte Herbicide,Corte Herbicide,HU_Corte_pkg_txt_hu_pms.eps,Never,"Hungary, Corte, gyomirtó szer, 2,4-D (diklór-fenoxi ecetsav) + Aminopiralid + Floraszulam, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Hungary
Corte Herbicide,Corte Herbicide,HU_Corte_pkg_bdg_hu_pms.eps,Never,"Hungary, Corte, gyomirtó szer, 2,4-D (diklór-fenoxi ecetsav) + Aminopiralid + Floraszulam, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Hungary
Colombus EC Herbicide,Colombus EC Herbicide,HU_Colombus_EC_pkg_txt_hu_pms.eps,Never,"Hungary, Colombus EC, gyomirtó szer, Floraszulam + Fluroxipir + Klopiralid, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Hungary
Colombus EC Herbicide,Colombus EC Herbicide,HU_Colombus_EC_pkg_bdg_hu_pms.eps,Never,"Hungary, Colombus EC, gyomirtó szer, Floraszulam + Fluroxipir + Klopiralid, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Hungary
Closer Insecticide,Closer Insecticide,HU_Closer_120_EC_Isoclast_aktiv_pkg_txt_hu_pms.eps,Never,"Hungary, Closer, rovarölő szer, isoclast, Hungarian, Insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Hungary
Closer Insecticide,Closer Insecticide,HU_Closer_120_EC_Isoclast_aktiv_pkg_bdg_hu_pms.eps,Never,"Hungary, Closer, rovarölő szer, isoclast, Hungarian, Insecticide","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Hungary
Bizon Herbicide,Bizon Herbicide,HU_Bizon_pkg_txt_hu_pms.eps,Never,"Hungary, Bizon, gyomirtó szer, Diflufenikán + Floraszulam + Penoxszulam, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Hungary
Bizon Herbicide,Bizon Herbicide,HU_Bizon_pkg_bdg_hu_pms.eps,Never,"Hungary, Bizon, gyomirtó szer, Diflufenikán + Floraszulam + Penoxszulam, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Hungary
Belkar Herbicide,Belkar Herbicide,HU_Belkar_Arylex_aktiv_pkg_txt_hu_pms.eps,Never,"Hungary, Belkar, gyomirtó szer, Arylex, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Hungary
Belkar Herbicide,Belkar Herbicide,HU_Belkar_Arylex_aktiv_pkg_bdg_hu_pms.eps,Never,"Hungary, Belkar, gyomirtó szer, Arylex, Hungarian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Hungary
AZ 500 Herbicide,AZ 500 Herbicide,BE_AZ_500_pkg_txt_fr_pms.eps,Never,"Belgium, AZ 500, Herbicide, Isoxaben, French, Herbicide.","Black, PMS 340 C Green, PMS 285 C Blue",Belgium
AZ 500 Herbicide,AZ 500 Herbicide,BE_AZ_500_pkg_bdg_fr_pms.eps,Never,"Belgium, AZ 500, Herbicide, Isoxaben, French, Herbicide.","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Zypar Herbicide,Zypar Herbicide,BE_Zypar_Arylex_active_pkg_txt_fr_pms.eps,Never,"Belgium, Zypar, Herbicide, Halauxifen, Florasulam, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Zypar Herbicide,Zypar Herbicide,BE_Zypar_Arylex_active_pkg_bdg_fr_pms.eps,Never,"Belgium, Zypar, Herbicide, Halauxifen, Florasulam, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Zorvec Enicade NZEB Fungicide,Zorvec Enicade NZEB Fungicide,BE_Zorvec_Enicade_NZEB_pkg_txt_fr_pms.eps,Never,"Belgium, Zorvec Enicade NZeb, Fongicide, Oxathiapiprolin, Mancozeb, French,Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Belgium
Zorvec Enicade NZEB Fungicide,Zorvec Enicade NZEB Fungicide,BE_Zorvec_Enicade_NZEB_pkg_bdg_fr_pms.eps,Never,"Belgium, Zorvec Enicade NZeb, Fongicide, Oxathiapiprolin, Mancozeb, French,Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Belgium
Zorvec Enicade NTEC Fungicide,Zorvec Enicade NTEC Fungicide,BE_Zorvec_Enicade_NTEC_pkg_txt_fr_pms.eps,Never,"Belgium, Zorvec Enicade NTEC, Fongicide, Oxathiapiprolin, Amisulbrom French, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Belgium
Zorvec Enicade NTEC Fungicide,Zorvec Enicade NTEC Fungicide,BE_Zorvec_Enicade_NTEC_pkg_bdg_fr_pms.eps,Never,"Belgium, Zorvec Enicade NTEC, Fongicide, Oxathiapiprolin, Amisulbrom French, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Belgium
Zorvec Enicade Solution Fungicide,Zorvec Enicade Solution Fungicide,BE_Zorvec Enicade_Solution_pkg txt_fr_pms.eps,Never,"Belgium, Zorvec Enicade Solution, Fongicide, Oxathiapiprolin, French, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Belgium
Zorvec Enicade Solution Fungicide,Zorvec Enicade Solution Fungicide,BE_Zorvec Enicade_Solution_pkg bdg_fr_pms.eps,Never,"Belgium, Zorvec Enicade Solution, Fongicide, Oxathiapiprolin, French, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Belgium
Zorvec Enicade Fungicide,Zorvec Enicade Fungicide,BE_Zorvec_Enicade_pkg_txt_fr_pms.eps,Never,"Belgium, Zorvec Enicade, Fongicide, Oxathiapiprolin, French, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Belgium
Zorvec Enicade Fungicide,Zorvec Enicade Fungicide,BE_Zorvec_Enicade_pkg_bdg_fr_pms.eps,Never,"Belgium, Zorvec Enicade, Fongicide, Oxathiapiprolin, French, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Belgium
Vydate 10G Nematicide,Vydate 10G Nematicide,BE_Vydate_10_G_pkg_txt_fr_pms.eps,Never,"Belgium, Vydate 10G, Nematicide, Oxamyl, French, Nematicide","Black, PMS 731 C Brown, PMS 285 C Blue",Belgium
Vydate 10G Nematicide,Vydate 10G Nematicide,BE_Vydate_10_G_pkg_bdg_fr_pms.eps,Never,"Belgium, Vydate 10G, Nematicide, Oxamyl, French, Nematicide","Black, PMS 731 C Brown, PMS 4645 C Brown, PMS 285 C Blue",Belgium
Victus OD Herbicide,Victus OD Herbicide,BE_Victus_OD_pkg txt_fr_pms.eps,Never,"Belgium, Victus, Herbicide, Nicosulfuron, French, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Belgium
Victus OD Herbicide,Victus OD Herbicide,BE_Victus_OD_pkg bdg_fr_pms.eps,Never,"Belgium, Victus, Herbicide, Nicosulfuron, French, Herbicide","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Trezac Herbicide,Trezac Herbicide,BE_Trezac_Arylex_active_pkg_txt_fr_pms.eps,Never,"Belgium,Trezac, Herbicide, Halauxyfen, Aminopyralid, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Trezac Herbicide,Trezac Herbicide,BE_Trezac_Arylex_active_pkg_bdg_fr_pms.eps,Never,"Belgium,Trezac, Herbicide, Halauxyfen, Aminopyralid, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Trevistar Herbicide,Trevistar Herbicide,BE_Trevistar_pkg_txt_fr_pms.eps,Never,"Belgium, Trevistar, Herbicide, Fluroxypyr, Florasulam, Clopyralid, French, Herbicide.","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Trevistar Herbicide,Trevistar Herbicide,BE_Trevistar_pkg_bdg_fr_pms.eps,Never,"Belgium, Trevistar, Herbicide, Fluroxypyr, Florasulam, Clopyralid, French, Herbicide.","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Trend 90 Adjuvant,Trend 90 Adjuvant,BE_Trend_90_pkg_txt_fr_pms.eps,Never,"Belgium, Trend 90, Mouillant, French, Adjuvant","Black, PMS 214 C Pink, PMS 285 C Blue",Belgium
Trend 90 Adjuvant,Trend 90 Adjuvant,BE_Trend_90_pkg_bdg_fr_pms.eps,Never,"Belgium, Trend 90, Mouillant, French, Adjuvant","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",Belgium
Tracer Insecticide,Tracer Insecticide,BE_Tracer_pkg_txt_fr_pms.eps,Never,"Belgium, Tracer, Insecticide, Spinosad, French, Insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Belgium
Tracer Insecticide,Tracer Insecticide,BE_Tracer_pkg_bdg_fr_pms.eps,Never,"Belgium, Tracer, Insecticide, Spinosad, French, Insecticide","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Belgium
Titus Herbicide,Titus Herbicide,BE_Titus_pkg_txt_fr_pms.eps,Never,"Belgium, Titus, Herbicide, Rimsulfuron, French, Herbicide","Black, PMS 349 C Green, PMS 285 C Blue",Belgium
Titus Herbicide,Titus Herbicide,BE_Titus_pkg_bdg_fr_pms.eps,Never,"Belgium, Titus, Herbicide, Rimsulfuron, French, Herbicide","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Thistlex Herbicide,Thistlex Herbicide,BE_Thistlex_pkg_txt_fr_pms.eps,Never,"Belgium, Thistlex, Herbicide, Clopyralid, Triclopyr, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Thistlex Herbicide,Thistlex Herbicide,BE_Thistlex_pkg_bdg_fr_pms.eps,Never,"Belgium, Thistlex, Herbicide, Clopyralid, Triclopyr, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Tekken Herbicide,Tekken Herbicide,BE_Tekken_Arylex_active_pkg_txt_fr_pms.eps,Never,"Belgium, Tekken, Herbicide, Halauxifen, Fluroxypyr, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Tekken Herbicide,Tekken Herbicide,BE_Tekken_Arylex_active_pkg_bdg_fr_pms.eps,Never,"Belgium, Tekken, Herbicide, Halauxifen, Fluroxypyr, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Tapir Herbicide,Tapir Herbicide,BE_Tapir_pkg_txt_fr_pms.eps,Never,"Belgium, Tapir, Herbicide, Florasulam, Fluroxypyr, Clopyralid, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Tapir Herbicide,Tapir Herbicide,BE_Tapir_pkg_bdg_fr_pms.eps,Never,"Belgium, Tapir, Herbicide, Florasulam, Fluroxypyr, Clopyralid, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Systhane 20 EW Fungicide,Systhane 20 EW Fungicide,BE_Systhane_20_EW_pkg_txt_fr_pms.eps,Never,"Belgium, Systhane 20 EW, Fongicide, Myclobutanil, French, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Belgium
Systhane 20 EW Fungicide,Systhane 20 EW Fungicide,BE_Systhane_20_EW_pkg_bdg_fr_pms.eps,Never,"Belgium, Systhane 20 EW, Fongicide, Myclobutanil, French, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Belgium
Starane TOP Herbicide,Starane TOP Herbicide,BE_Starane_TOP_pkg_txt_fr_pms.eps,Never,"Belgium, Starane Top, Herbicide, Fluroxypyr, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Starane TOP Herbicide,Starane TOP Herbicide,BE_Starane_TOP_pkg_bdg_fr_pms.eps,Never,"Belgium, Starane Top, Herbicide, Fluroxypyr, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Starane Forte Herbicide,Starane Forte Herbicide,BE_Starane_Forte_pkg_txt_fr_pms.eps,Never,"Belgium, Starane Forte, Herbicide, Fluroxypyr, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Starane Forte Herbicide,Starane Forte Herbicide,BE_Starane_Forte_pkg_bdg_fr_pms.eps,Never,"Belgium, Starane Forte, Herbicide, Fluroxypyr, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Spitfire Herbicide,Spitfire Herbicide,BE_Spitfire_pkg_txt_fr_pms.eps,Never,"Belgium, Spitfire, Herbicide, Fluroxypyr, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Spitfire Herbicide,Spitfire Herbicide,BE_Spitfire_pkg_bdg_fr_pms.eps,Never,"Belgium, Spitfire, Herbicide, Fluroxypyr, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Silvanet Herbicide,Silvanet Herbicide,BE_Silvanet_pkg_txt_fr_pms.eps,Never,"Belgium, Sylvanet, Herbicide, Fluroxypyr, Triclopyr, French, Herbicide.","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Silvanet Herbicide,Silvanet Herbicide,BE_Silvanet_pkg_bdg_fr_pms.eps,Never,"Belgium, Sylvanet, Herbicide, Fluroxypyr, Triclopyr, French, Herbicide.","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
"Sherpa 0,8 GR Insecticide","Sherpa 0,8 GR Insecticide",BE_Sherpa_0.8_GR_pkg_txt_fr_pms.eps,Never,"Belgium, Sherpa 0.8 MG, Insecticide, Cypermethrine, French, Insecticide","Black, PMS 1525 C Orange, PMS 285 C Blue",Belgium
"Sherpa 0,8 GR Insecticide","Sherpa 0,8 GR Insecticide",BE_Sherpa_0.8_GR_pkg_bdg_fr_pms.eps,Never,"Belgium, Sherpa 0.8 MG, Insecticide, Cypermethrine, French, Insecticide","Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Belgium
Runner Insecticide,Runner Insecticide,BE_Runner_pkg_txt_fr_pms.eps,Never,"Belgium, Runner, Insecticide, Methoxyfenozide, French, Insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Belgium
Runner Insecticide,Runner Insecticide,BE_Runner_pkg_bdg_fr_pms.eps,Never,"Belgium, Runner, Insecticide, Methoxyfenozide, French, Insecticide","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Belgium
Renitar Herbicide,Renitar Herbicide,BE_Renitar_Arylex active_pkg txt_fr_pms.eps,Never,"Belgium, Renitar, Herbicide, Halauxifen, Florasulam, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Renitar Herbicide,Renitar Herbicide,BE_Renitar_Arylex active_pkg bdg_fr_pms.eps,Never,"Belgium, Renitar, Herbicide, Halauxifen, Florasulam, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Primus Perfect Herbicide,Primus Perfect Herbicide,BE_Primus_pkg_txt_fr_pms.eps,Never,"Belgium, Primus Perfect, Herbicide, Florasulam, Clopyralid, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Primus Perfect Herbicide,Primus Perfect Herbicide,BE_Primus_pkg_bdg_fr_pms.eps,Never,"Belgium, Primus Perfect, Herbicide, Florasulam, Clopyralid, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Primus Herbicide,Primus Herbicide,BE_Primus_Perfect_pkg_txt_fr_pms.eps,Never,"Belgium, Primus, Herbicide, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Primus Herbicide,Primus Herbicide,BE_Primus_Perfect_pkg_bdg_fr_pms.eps,Never,"Belgium, Primus, Herbicide, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Primstar Herbicide,Primstar Herbicide,BE_Primstar_pkg_txt_fr_pms.eps,Never,"Belgium, Primstar, Herbicide, florasulam, fluroxypyr, French, Herbicide.","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Primstar Herbicide,Primstar Herbicide,BE_Primstar_pkg_bdg_fr_pms.eps,Never,"Belgium, Primstar, Herbicide, florasulam, fluroxypyr, French, Herbicide.","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Prevail Herbicide,Prevail Herbicide,BE_Prevail_pkg_txt_fr_pms.eps,Never,"Belgium, Prevail, Herbicide, Clopyralid, Triclopyr, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Prevail Herbicide,Prevail Herbicide,BE_Prevail_pkg_bdg_fr_pms.eps,Never,"Belgium, Prevail, Herbicide, Clopyralid, Triclopyr, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Pixxaro EC Herbicide,Pixxaro EC Herbicide,BE_Pixxaro_EC_Arylex_active_pkg_txt_fr_pms.eps,Never,"Belgium, Pixxaro EC, Herbicide, Halauxifen, Fluroxypyr, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Pixxaro EC Herbicide,Pixxaro EC Herbicide,BE_Pixxaro_EC_Arylex_active_pkg_bdg_fr_pms.eps,Never,"Belgium, Pixxaro EC, Herbicide, Halauxifen, Fluroxypyr, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Pastor Herbicide,Pastor Herbicide,BE_Pastor_pkg_txt_fr_pms.eps,Never,"Belgium, Pastor, Herbicide, Fluroxypyr, Triclopyr, French, Herbicide.","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Pastor Herbicide,Pastor Herbicide,BE_Pastor_pkg_bdg_fr_pms.eps,Never,"Belgium, Pastor, Herbicide, Fluroxypyr, Triclopyr, French, Herbicide.","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
N-Lock Nitrogen Stabilizer,N-Lock Nitrogen Stabilizer,BE_N-Lock_pkg txt_fr_pms.eps,Never,"Belgium, N-Lock, Inhibiteur de Nitrification, Nitrapyrin, French, Nitrogen Stabilizer","Black, PMS 7466 C Blue, PMS 285 C Blue",Belgium
N-Lock Nitrogen Stabilizer,N-Lock Nitrogen Stabilizer,BE_N-Lock_pkg bdg_fr_pms.eps,Never,"Belgium, N-Lock, Inhibiteur de Nitrification, Nitrapyrin, French, Nitrogen Stabilizer","Black, PMS 7466 C Blue, PMS 3262 C Blue, PMS 285 C Blue",Belgium
Mattera Herbicide,Mattera Herbicide,BE_Mattera_Arylex_active_pkg_txt_fr_pms.eps,Never,"Belgium, Mattera, Herbicide, Halauxifen, Florasulam, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Mattera Herbicide,Mattera Herbicide,BE_Mattera_Arylex_active_pkg_bdg_fr_pms.eps,Never,"Belgium, Mattera, Herbicide, Halauxifen, Florasulam, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Matrigon Herbicide,Matrigon Herbicide,BE_Matrigon_pkg_txt_fr_pms.eps,Never,"Belgium, Matrigon, Herbicide, Clopyralid , French, Herbicide.","Black, PMS 340 C Green, PMS 285 C Blue",Belgium
Matrigon Herbicide,Matrigon Herbicide,BE_Matrigon_pkg_bdg_fr_pms.eps,Never,"Belgium, Matrigon, Herbicide, Clopyralid , French, Herbicide.","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Lontrel 100 Herbicide,Lontrel 100 Herbicide,BE_Lontrel_100_pkg_txt_fr_pms.eps,Never,"Belgium, Lontrel, Herbicide, clopyralid , Dutch, Herbicide.","Black, PMS 340 C Green, PMS 285 C Blue",Belgium
Lontrel 100 Herbicide,Lontrel 100 Herbicide,BE_Lontrel_100_pkg_bdg_fr_pms.eps,Never,"Belgium, Lontrel, Herbicide, clopyralid , Dutch, Herbicide.","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Kerb Flo Herbicide,Kerb Flo Herbicide,BE_Kerb_FLO_pkg_txt_fr_pms.eps,Never,"Belgium, Kerb Flo, Herbicide, Propyzamide, French, Herbicide.","Black, PMS 340 C Green, PMS 285 C Blue",Belgium
Kerb Flo Herbicide,Kerb Flo Herbicide,BE_Kerb_FLO_pkg_bdg_fr_pms.eps,Never,"Belgium, Kerb Flo, Herbicide, Propyzamide, French, Herbicide.","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Kerb 400 SC Herbicide,Kerb 400 SC Herbicide,BE_Kerb_400_SC_pkg_txt_fr_pms.eps,Never,"Belgium, Kerb 400, Herbicide, Propyzamide, French, Herbicide.","Black, PMS 340 C Green, PMS 285 C Blue",Belgium
Kerb 400 SC Herbicide,Kerb 400 SC Herbicide,BE_Kerb_400_SC_pkg_bdg_fr_pms.eps,Never,"Belgium, Kerb 400, Herbicide, Propyzamide, French, Herbicide.","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Kart Herbicide,Kart Herbicide,BE_kart_pkg txt_fr_pms.eps,Never,"Belgium, Kart, Herbicide, Fluroxypyr, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Kart Herbicide,Kart Herbicide,BE_kart_pkg bdg_fr_pms.eps,Never,"Belgium, Kart, Herbicide, Fluroxypyr, Florasulam, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Gladiator Insecticide,Gladiator Insecticide,BE_Gladiator_pkg_txt_fr_pms.eps,Never,"Belgium, Gladiator, Insecticide, Methoxyfenozide, French, Insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Belgium
Gladiator Insecticide,Gladiator Insecticide,BE_Gladiator_pkg_bdg_fr_pms.eps,Never,"Belgium, Gladiator, Insecticide, Methoxyfenozide, French, Insecticide","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Belgium
Garlon Super Herbicide,Garlon Super Herbicide,BE_Garlon_Super_pkg_txt_fr_pms.eps,Never,"Belgium, Garlon Super, Herbicide, Triclopyr, Aminopyralid, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Garlon Super Herbicide,Garlon Super Herbicide,BE_Garlon_Super_pkg_bdg_fr_pms.eps,Never,"Belgium, Garlon Super, Herbicide, Triclopyr, Aminopyralid, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Gallant Herbicide,Gallant Herbicide,BE_Gallant_pkg_txt_fr_pms.eps,Never,"Belgium, Galant, Herbicide, Haloxyfop, French, Herbicide.","Black, PMS 340 C Green, PMS 285 C Blue",Belgium
Gallant Herbicide,Gallant Herbicide,BE_Gallant_pkg_bdg_fr_pms.eps,Never,"Belgium, Galant, Herbicide, Haloxyfop, French, Herbicide.","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Gallant 2000 Herbicide,Gallant 2000 Herbicide,BE_Gallant_2000_pkg_txt_fr_pms.eps,Never,"Belgium, Galant 2000, Herbicide, Haloxyfop, French, Herbicide.","Black, PMS 340 C Green, PMS 285 C Blue",Belgium
Gallant 2000 Herbicide,Gallant 2000 Herbicide,BE_Gallant_2000_pkg_bdg_fr_pms.eps,Never,"Belgium, Galant 2000, Herbicide, Haloxyfop, French, Herbicide.","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Gachinko Fungicide,Gachinko Fungicide,BE_Gachinko_pkg_txt_fr_pms.eps,Never,"Belgium, Gachinko, Fongicide, Amisulbrom, French, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Belgium
Gachinko Fungicide,Gachinko Fungicide,BE_Gachinko_pkg_bdg_fr_pms.eps,Never,"Belgium, Gachinko, Fongicide, Amisulbrom, French, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Belgium
Frimax Herbicide,Frimax Herbicide,BE_Frimax_Arylex_active_pkg_txt_fr_pms.eps,Never,"Belgium, Frimax, Herbicide, Halauxifen, Fluroxypyr, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Belgium
Frimax Herbicide,Frimax Herbicide,BE_Frimax_Arylex_active_pkg_bdg_fr_pms.eps,Never,"Belgium, Frimax, Herbicide, Halauxifen, Fluroxypyr, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Belgium
Fontelis Fungicide,Fontelis Fungicide,BE_Fontelis_pkg_txt_fr_pms.eps,Never,"Belgium, Fontelis, Fongicide, Penthiopyrad, French, fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Belgium
