title,info,file,expires,tags,usage,country
Sherpa Duo,Sherpa Duo rovarölő szer,HU_Sherpa_Duo_pkg_txt_hu_pms.eps,Never,"Hungary, Sherpa Duo, rovarölő szer, Hungarian, Insecticide","Black, PMS 285 C Blue, PMS 158 C Orange",
Zorvec Vinabria Fungicide,Zorvec Vinabria gombaölő szer,HU_Zorvec_Vinabria_pkg_bdg_hu_pms.eps,Never,"Hungary, Zorvec Vinabria, gombaölő szer, zorvec, folpet, Hungarian, Fungicide","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
Zorvec Vinabria Fungicide,Zorvec Vinabria gombaölő szer,HU_Zorvec_Vinabria_pkg_txt_hu_pms.eps,Never,"Hungary, Zorvec Vinabria, gombaölő szer, zorvec, folpet, Hungarian, Fungicide","PMS 513 C Purple, PMS 285 C Blue, Black",
Questar Fungicide,Queen gombaölő szer,HU_Questar_pkg_bdg_hu_pms.eps,Never,"Hungary, Queen, gombaölő szer, inatreq, prothioconazol, Hungarian, Fungicide","Black, PMS 285 C Blue, PMS 513 C Purple, PMS 514 C Purple",
Questar Fungicide,Queen gombaölő szer,HU_Questar_pkg_txt_hu_pms.eps,Never,"Hungary, Queen, gombaölő szer, inatreq, prothioconazol, Hungarian, Fungicide","Black, PMS 285 C Blue, PMS 513 C Purple",
Zorvec Vinabel Fungicide,Zorvec Vinabel gombaölő szer,HU_Zorvec_Vinabel_pkg_bdg_hu_pms.eps,Never,"Hungary, Zorvec Vinabel, gombaölő szer, zorvec, zoxamid, Hungarian, Fungicide","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
Zorvec Vinabel Fungicide,Zorvec Vinabel gombaölő szer,HU_Zorvec_Vinabel_pkg_txt_hu_pms.eps,Never,"Hungary, Zorvec Vinabel, gombaölő szer, zorvec, zoxamid, Hungarian, Fungicide","PMS 513 C Purple, PMS 285 C Blue, Black",
Zorvec Endavia Fungicide,Zorvec Endavia gombaölő szer,HU_Zorvec_Endavia_pkg_bdg_hu_pms.eps,Never,"Hungary, Zorvec Endavia, gombaölő szer, benthiavalikarp, Hungarian, Fungicide","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
Zorvec Endavia Fungicide,Zorvec Endavia gombaölő szer,HU_Zorvec_Endavia_pkg_txt_hu_pms.eps,Never,"Hungary, Zorvec Endavia, gombaölő szer, benthiavalikarp, Hungarian, Fungicide","PMS 513 C Purple, PMS 285 C Blue, Black",
Queen Fungicide,Queen gombaölő szer,HU_Queen_pkg_bdg_hu_pms.eps,Never,"Hungary, Queen, gombaölő szer, inatreq, Hungarian, Fungicide","Black, PMS 285 C Blue, PMS 513 C Purple, PMS 514 C Purple",
Queen Fungicide,Queen gombaölő szer,HU_Queen_pkg_txt_hu_pms.eps,Never,"Hungary, Queen, gombaölő szer, inatreq, Hungarian, Fungicide","Black, PMS 285 C Blue, PMS 513 C Purple",
Magma Insecticide,MAGMA ROVARÖLŐ SZER,HU_Magma_pkg_bdg_hu_pms.eps,Never,"Hungary, Magma, rovarölő szer, Hungarian, Insecticide","Black, PMS 285 C Blue, PMS 158 C Orange, PMS 1495 C Orange",
Magma Insecticide,MAGMA ROVARÖLŐ SZER,HU_Magma_pkg_txt_hu_pms.eps,Never,"Hungary, Magma, rovarölő szer, Hungarian, Insecticide","Black, PMS 285 C Blue, PMS 158 C Orange",
Lumisena Fungicide Seed Treatment,LUMISENA GOMBAÖLŐ CSÁVÁZÓSZER,HU_Lumisena_pkg_bdg_hu_pms.eps,Never,"Hungary, Lumisena, gombaölő csávázószer, Hungarian, Fungicide Seed Treatment","Black, PMS 285 C Blue, PMS 7549 C Gold, PMS 128 C Gold",
Lumisena Fungicide Seed Treatment,LUMISENA GOMBAÖLŐ CSÁVÁZÓSZER,HU_Lumisena_pkg_txt_hu_pms.eps,Never,"Hungary, Lumisena, gombaölő csávázószer, Hungarian, Fungicide Seed Treatment","Black, PMS 285 C Blue, PMS 7549 C Gold",
Trend 90 Surfactant,Trend 90,HU_Trend_90_pkg_txt_hu_pms.eps,Never,"Hungary, Trend 90, SEGÉDANYAG, Hungarian, Surfactand","PMS 214 C Pink, PMS 285 C Blue, Black",
Trend 90 Surfactant,Trend 90,HU_Trend_90_pkg_bdg_hu_pms.eps,Never,"Hungary, Trend 90, SEGÉDANYAG, Hungarian, Surfactand","PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue, Black",
Lumivia Semillero insecticide seed treatment,"Lumivia Semillero, Tratamiento insecticida para semillas",AR_Lumivia_Semillero_pkg_txt_es_pms.eps,Never,"Argentina, Lumivia Semillero, Tratamiento insecticida para semillas, spanish, insecticide seed treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",
Talius fungicide,Talius,HU_Talius_pkg_bdg_hu_pms.eps,Never,"Hungary, Talius GOMBAÖLŐ SZER, Hungarian, fungicide","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
Talius fungicide,Talius,HU_Talius_pkg_txt_hu_pms.eps,Never,"Hungary, Talius GOMBAÖLŐ SZER, Hungarian, fungicide","PMS 513 C Purple, PMS 285 C Blue, Black",
Lumivia RA insecticide seed treatment,"Lumivia RA, Tratamiento insecticida para semillas",AR_Lumivia_RA_pkg_txt_es_pms.eps,Never,"Argentina, Lumivia RA, Tratamiento insecticida para semillas, spanish, insecticide seed treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",
Principal herbicide,Principal,HU_Principal_pkg_txt_hu_pms.eps,Never,"Hungary, Principal gombaölő szer, Hungarianm herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
Principal herbicide,Principal,HU_Principal_pkg_bdg_hu_pms.eps,Never,"Hungary, Principal gombaölő szer, Hungarianm herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Lumisure Semillero insecticide seed treatment,"Lumisure Semillero, Tratamiento insecticida para semillas",AR_Lumisure_Semillero_pkg_txt_es_pms.eps,Never,"Argentina, Lumisure Semillero, Tratamiento insecticida para semillas, spanish, insecticide seed treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",
Lumisena Semillero insecticide seed treatment,"Lumisena Semillero, Tratamiento insecticida para semillas",AR_Lumisena_Semillero_pkg_txt_es_pms.eps,Never,"Argentina, Lumisena Semillero, Tratamiento insecticida para semillas, spanish, insecticide seed treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",
Titus 25 DF herbicide,Titus 25 DF,HU_Titus_25_DF_pkg_bdg_hu_pms.eps,Never,"Hungary, Titus 25 DF GYOMIRTÓ SZER, Hungarian, herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Titus 25 DF herbicide,Titus 25 DF,HU_Titus_25_DF_pkg_txt_hu_pms.eps,Never,"Hungary, Titus 25 DF GYOMIRTÓ SZER, Hungarian, herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
Propiconazole Dow AgroSciences Fungicide,Fungicida Propiconazole® Dow AgroSciences,PY_Propiconazole_Dow_AgroSciences_pkg_txt_es_pms.eps,Never,"Paraguay, Propiconazole® Dow AgroSciences, fungicida, spanish, fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",
Propiconazole Dow AgroSciences Fungicide,Fungicida Propiconazole® Dow AgroSciences,PY_Propiconazole_Dow_AgroSciences_pkg_bdg_es_pms.eps,Never,"Paraguay, Propiconazole® Dow AgroSciences, fungicida, spanish, fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
HORMOBAN 420 SL HERBICIDE,HORMOBAN 420 SL,ZA_HORMOBAN_420_SC_pkg_bdg_en_pms.eps,Never,"HORMOBAN 420 SL, Herbicide, South Africa","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
HORMOBAN 420 SL HERBICIDE,HORMOBAN 420 SL,ZA_HORMOBAN_420_SC_pkg_txt_en_pms.eps,Never,"HORMOBAN 420 SL, Herbicide, South Africa","PMS 361 C Green, PMS 285 C Blue, Black",
Stinger Fungicide,Fungicide,TN_Stinger_pkg_bdg_ar_pms.eps,Never,"Tunisia, Stinger, fungicide","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
Stinger Fungicide,Fungicide,TN_Stinger_pkg_txt_ar_pms.eps,Never,"Tunisia, Stinger, fungicide","PMS 513 C Purple, PMS 285 C Blue, Black",
Verben Fungicide,"Verben, FUNGICIDE - Turkey",TR_Verben_pkg_txt_tr_pms.eps,Never,"Turkey, Verben, Fungisit, Turkish, Fungicide","PMS 513 C Purple, PMS 285 C Blue, Black",
Verben Fungicide,"Verben, FUNGICIDE - Turkey",TR_Verben_pkg_bdg_tr_pms.eps,Never,"Turkey, Verben, Fungisit, Turkish, Fungicide","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
Preside Herbicide,Herbicida Preside®,PY_Preside_pkg_bdg_es_pms.eps,Never,"Paraguay, Preside®, Herbicida, Spanish, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",
Preside Herbicide,Herbicida Preside®,PY_Preside_pkg_txt_es_pms.eps,Never,"Paraguay, Preside®, Herbicida, Spanish, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",
"VYDATE G, INSECTICIDA - NEMATICIDA","Vydate G, INSECTICIDA - NEMATICIDA",CL_Vydate_G_pkg_txt_es_pms.eps,Never,"chile, vydate G, insecticida-nematicida, spanish, insecticide-nematicide","Black, PMS 285 C Blue",
Success,"insecticida successs, chile",CL_Success_pkg_txt_es_pms.eps,Never,"chile, success, insecticida, spanish, insecticide","Black, PMS 285 C Blue",
salibro nematicide,salibro nematicida,CL_Salibro_pkg_txt_es_pms.eps,Never,"chile, salibro, nematicida, spanish, nematicide","Black, PMS 285 C Blue",
"Twinguard RTU , Insecticida","Twinguard RTU, Insecticida",CL_Twinguard_RTU_pkg_txt_es_pms.eps,Never,"chile, Twinguard RTU, Insecticida, spanish, insecticide","Black, PMS 285 C Blue",
"VYDATE L, INSECTICIDA - NEMATICIDA","Vydate L, INSECTICIDA - NEMATICIDA",CL_Vydate_L_pkg_txt_es_pms.eps,Never,"chile, vydate L, insecticida-nematicida, spanish, insecticide-nematicide","Black, PMS 285 C Blue",
Laser 24 SC Insecticide,"Laser 24 SC, INSECTICIDE - Cyprus",CY_Laser_24_SC_pkg_bdg_el_pms.eps,Never,"Cyprus, Laser 24 SC, ΕΝΤΟΜΟΚΤΟΝΟ, Greek, INSECTICIDE","PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue, Black",
Laser 24 SC Insecticide,"Laser 24 SC, INSECTICIDE - Cyprus",CY_Laser_24_SC_pkg_txt_el_pms.eps,Never,"Cyprus, Laser 24 SC, ΕΝΤΟΜΟΚΤΟΝΟ, Greek, INSECTICIDE","PMS 1525 C Orange, PMS 285 C Blue, Black",
Zellek Super Herbicide,Зеллек Супер Гербицид,KZ_Zellek_Super_EC_bilingual_pkg_txt_ru_pms.eps,Never,"Kazakhstan, Зеллек Супер, Гербицид, Russian","PMS 361 C Green, PMS 285 C Blue, Black",
Zellek Super Herbicide,Зеллек Супер Гербицид,KZ_Zellek_Super_EC_bilingual_pkg_bdg_ru_pms.eps,Never,"Kazakhstan, Зеллек Супер, Гербицид, Russian","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Rainbow 25 OD Herbicide,Рейнбоу 25 ОД Гербицид,KZ_Rainbow_25_OD_bilingual_pkg_bdg_ru_pms.eps,Never,"Kazakhstan, Рейнбоу 25 ОД, Гербицид, Russian, Herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Rainbow 25 OD Herbicide,Рейнбоу 25 ОД Гербицид,KZ_Rainbow_25_OD_bilingual_pkg_txt_ru_pms.eps,Never,"Kazakhstan, Рейнбоу 25 ОД, Гербицид, Russian, Herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
"Zorvec Endavia 10 OD, Fungicide","Zorvec Endavia 10 OD, FUNGICIDE - Greece",GR_Zorvec_Endavia_10_OD_pkg_bdg_el_pms.eps,Never,"Greece, Zorvec Endavia 10 OD, ΜΥΚΗΤΟΚΤΟΝΟ, Greek, FUNGICIDE","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
"Zorvec Endavia 10 OD, Fungicide","Zorvec Endavia 10 OD, FUNGICIDE - Greece",GR_Zorvec_Endavia_10_OD_pkg_txt_el_pms.eps,Never,"Greece, Zorvec Endavia 10 OD, ΜΥΚΗΤΟΚΤΟΝΟ, Greek, FUNGICIDE","PMS 513 C Purple, PMS 285 C Blue, Black",
Lortama Herbicide,"Lortama, Herbicide - Turkey",TR_Lortama_pkg_bdg_tr_pms.eps,Never,"Turkey, Lortama, Herbisit, Turkish, Herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Lortama Herbicide,"Lortama, Herbicide - Turkey",TR_Lortama_pkg_txt_tr_pms.eps,Never,"Turkey, Lortama, Herbisit, Turkish, Herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
Lontrel 600 Herbicide,"Lontrel 600, Herbicide - Turkey",TR_Lontrel_600_pkg_txt_tr_pms.eps,Never,"Turkey, Lontrel 600, Herbisit, Turkish, Herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
Lontrel 600 Herbicide,"Lontrel 600, Herbicide - Turkey",TR_Lontrel_600_pkg_bdg_tr_pms.eps,Never,"Turkey, Lontrel 600, Herbisit, Turkish, Herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Vetavine Core Fungicide,"Vetavine™ Core, FUNGICIDE - Greece",GR_Vetavine_Core_pkg_txt_el_pms.eps,Never,"Greek, Vetavine™ Core, ΜΥΚΗΤΟΚΤΟΝΟ, Greece, FUNGICIDE","Black, PMS 513 C Purple, PMS 285 C Blue",
Vetavine Core Fungicide,"Vetavine™ Core, FUNGICIDE - Greece",GR_Vetavine_Core_pkg_bdg_el_pms.eps,Never,"Greek, Vetavine™ Core, ΜΥΚΗΤΟΚΤΟΝΟ, Greece, FUNGICIDE","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Vivolt SL Adjuvant,"Vivolt® SL, ADJUVANT - Greece, Cyprus",CY_GR_Vivolt_SL_pkg_bdg_el_pms.eps,Never,"Greece, Cyprus, Vivolt® SL, ΕΠΙΦΑΝΕΙΟΔΡΑΣΤΙΚΟ Greek, ADJUVANT","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",
Vivolt SL Adjuvant,"Vivolt® SL, ADJUVANT - Greece, Cyprus",CY_GR_Vivolt_SL_pkg_txt_el_pms.eps,Never,"Greece, Cyprus, Vivolt® SL, ΕΠΙΦΑΝΕΙΟΔΡΑΣΤΙΚΟ Greek, ADJUVANT","Black, PMS 214 C Pink, PMS 285 C Blue",
Static,"Static® GR, INSECTICIDE - Greece, Cyprus",CY_GR_Static_GR_pkg_txt_el_pms.eps,Never,"Greece, Cyprus, Static® GR, ΕΝΤΟΜΟΚΤΟΝΟ, Greek, INSECTICIDE","Black, PMS 285 C Blue, PMS 1525 C Orange",
Static,"Static® GR, INSECTICIDE - Greece, Cyprus",CY_GR_Static_GR_pkg_bdg_el_pms.eps,Never,"Greece, Cyprus, Static® GR, ΕΝΤΟΜΟΚΤΟΝΟ, Greek, INSECTICIDE","Black, PMS 285 C Blue, PMS 1525 C Orange, PMS 1495 C Orange",
Trezac Duo HERBICIDE,"TREZAC™ DUO, HERBICIDE - Spain",ES_Trezac_Duo_Arylex_active_pkg_txt_es_pms.eps,Never,"SPAIN, TREZAC™ DUO, HERBICIDA, Arylex™ active, SPANISH, Herbicide","Black, PMS 285 C Blue, PMS 361 C Green",
Trezac Duo HERBICIDE,"TREZAC™ DUO, HERBICIDE - Spain",ES_Trezac_Duo_Arylex_active_pkg_bdg_es_pms.eps,Never,"SPAIN, TREZAC™ DUO, HERBICIDA, Arylex™ active, SPANISH, Herbicide","Black, PMS 285 C Blue, PMS 361 C Green, PMS 376 C Green",
Balaya + Talius 2 Pack FUNGICIDE,Balaya + Talius,DE-AT_Balaya_+_Talius_2_Pack_pkg_txt_de_pms.eps,Never,"Germany, Balaya + Talius 2 Pack, Fungizid, Revisol, Proquinazid, German, Fungicide.","PMS 513 C Purple, PMS 285 C Blue, Black",
Balaya + Talius 2 Pack FUNGICIDE,Balaya + Talius,DE-AT_Balaya_+_Talius_2_Pack_pkg_bdg_de_pms.eps,Never,"Germany, Balaya + Talius 2 Pack, Fungizid, Revisol, Proquinazid, German, Fungicide.","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
Trend 90 ADJUVANT,"Trend 90, ADJUVANT - Spain",ES_Trend_90_pkg bdg_es_pms.eps,Never,"Spain, Trend 90, MOJANTE, SPANISH, Adjuvant","PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue, Black",
Trend 90 ADJUVANT,"Trend 90, ADJUVANT - Spain",ES_Trend_90_pkg txt_es_pms.eps,Never,"Spain, Trend 90, MOJANTE, SPANISH, Adjuvant","PMS 214 C Pink, PMS 285 C Blue, Black",
Lontrel 600 herbicide,Lontrel 600 SL GYOMIRTÓ SZER,HU_Lontrel_600_pkg_bdg_hu_pms.eps,Never,"Hungary, Lontrel 600 SL GYOMIRTÓ SZER, Hungarian, herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Lontrel 600 herbicide,Lontrel 600 SL GYOMIRTÓ SZER,HU_Lontrel_600_pkg_txt_hu_pms.eps,Never,"Hungary, Lontrel 600 SL GYOMIRTÓ SZER, Hungarian, herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
Thistlex HERBICIDE,Thistlex,GB-IE_Thistlex_pkg_bdg_en_pms.eps,Never,"U.K, Ireland, Thistlex, Herbicide, Triclopyr, Clopyralid, English, Herbicide","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Thistlex HERBICIDE,Thistlex,GB-IE_Thistlex_pkg_txt_en_pms.eps,Never,"U.K, Ireland, Thistlex, Herbicide, Triclopyr, Clopyralid, English, Herbicide","PMS 349 C Green, PMS 285 C Blue, Black",
Verben Fungicide,Verben Fungicyd,PL_Verben_pkg_bdg_pl_pms.eps,Never,"Poland, Verben fungicyd, Polish, fungicide",Black PMS 285 C PMS 513 C PMS 514 C,
Verben Fungicide,Verben Fungicyd,PL_Verben_pkg_txt_pl_pms.eps,Never,"Poland, Verben fungicyd, Polish, fungicide",Black PMS 285 C PMS 513 C,
Acanto Plus Fungicide,"Аканто® Плюс, Фунгицид",RU_Acanto_Plus_SC_Onmira_active_pkg_txt_ru_pms.eps,Never,"Russia, Аканто Плюс, Фунгицид, Onmira™ active, Russian, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",
Acanto Plus Fungicide,"Аканто® Плюс, Фунгицид",RU_Acanto_Plus_SC_Onmira_active_pkg_bdg_ru_pms.eps,Never,"Russia, Аканто Плюс, Фунгицид, Onmira™ active, Russian, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Titus,Titus,DE-AT_Titus_pkg bdg_de_pms.eps,Never,"Austria, Germany, Titus, Herbizid, Rimsulfuron, German, Herbicide",Black PMS 285 C PMS 361 C PMS 376 C,
Titus,Titus,DE-AT_Titus_pkg txt_de_pms.eps,Never,"Austria, Germany, Titus, Herbizid, Rimsulfuron, German, Herbicide",Black PMS 285 C PMS 361 C,
Victus OD Herbicide,Victus OD erbicid,RO_Victus_OD_pkg_bdg_ro_pms.eps,Never,"Romania, Victus OD erbicid, Romanian, herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Victus OD Herbicide,Victus OD erbicid,RO_Victus_OD_pkg_txt_ro_pms.eps,Never,"Romania, Victus OD erbicid, Romanian, herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
Zorvec Endavia Fungicide,"ZORVEC ENDAVIA, FUNGICYD",PL_Zorvec_Endavia_pkg_txt_pl_pms.eps,Never,"Poland, Zorvec Endavia fungicyd, Polish, fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",
Zorvec Endavia Fungicide,"ZORVEC ENDAVIA, FUNGICYD",PL_Zorvec_Endavia_pkg_bdg_pl_pms.eps,Never,"Poland, Zorvec Endavia fungicyd, Polish, fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",
Lumiposa 625 FS Insecticide Seed Treatment,"Lumiposa 625 FS, INSECTCIDE SEED TREATMENT - Greece",GR_Lumiposa_625_FS_pkg_bdg_el_pms.eps,Never,"Greece, Lumiposa 625 FS, ΕΝΟΜΟΚΤΟΝΟ ΕΠΕΝΔΥΣΗΣ ΣΠΟΡΩΝ, Greek, INSECTCIDE SEED TREATMENT","Black, PMS 7549 C Gold, PMS 128 C Gold, PMS 285 C Blue",
Lumiposa 625 FS Insecticide Seed Treatment,"Lumiposa 625 FS, INSECTCIDE SEED TREATMENT - Greece",GR_Lumiposa_625_FS_pkg_txt_el_pms.eps,Never,"Greece, Lumiposa 625 FS, ΕΝΟΜΟΚΤΟΝΟ ΕΠΕΝΔΥΣΗΣ ΣΠΟΡΩΝ, Greek, INSECTCIDE SEED TREATMENT","Black, PMS 7549 C Gold, PMS 285 C Blue",
Magnitude herbicide,Magnitude Herbicida,BO_Magnitude_pkg_txt_es_pms.eps,Never,"Bolivia, Magnitude, herbicida, spanish, herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
Ridgeback Insecticide,Ridgeback Insecticide with Isoclast active,US_Ridgeback_with_Isoclast_active_pkg_txt_en_pms.eps,Never,"United States, Ridgeback Insecticide with Isoclast active, English, Insecticide","Black, PMS 1525 C Orange, PMS 285 C Blue",
Ridgeback Insecticide,Ridgeback Insecticide with Isoclast active,US_Ridgeback_with_Isoclast_active_pkg_bdg_en_pms.eps,Never,"United States, Ridgeback Insecticide with Isoclast active, English, Insecticide","Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Flexidor Herbicide,Flexidor,DE-AT_Flexidor_pkg_bdg_de_pms.eps,Never,"Austria, Germany, Flexidor, Herbizid, Isoxaben, German, Herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Flexidor Herbicide,Flexidor,DE-AT_Flexidor_pkg_txt_de_pms.eps,Never,"Austria, Germany, Flexidor, Herbizid, Isoxaben, German, Herbicide","PMS 361 C Green, PMS 285 C Blue, Black",
zerocount GR insecticide,ゼロカウント粒剤,JP_zerocount_GR_pkg_txt_ja_pms.eps,Never,"Japan,日本,ゼロカウント,殺虫剤,Japanese,insecticide","Black, PMS 1525 C Orange, PMS 285 C Blue",
zerocount GR insecticide,ゼロカウント粒剤,JP_zerocount_GR_pkg_bdg_ja_pms.eps,Never,"Japan,日本,ゼロカウント,殺虫剤,Japanese,insecticide","Black, PMS 1525 C Orange, PMS 1495 C Orange, PMS 285 C Blue",
Stinger HL Herbicide,Stinger HL Herbicide,US_Stinger_HL_pkg_bdg_en_pms.eps,Never,"United States, Stinger HL Herbicide, English, herbicide","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",
Stinger HL Herbicide,Stinger HL Herbicide,US_Stinger_HL_pkg_txt_en_pms.eps,Never,"United States, Stinger HL Herbicide, English, herbicide","PMS 349 C Green, PMS 285 C Blue, Black",
"Metribuzin Mx, herbicide","Metribuzin Mx, herbicide",CA_Metribuzin_Mx_75_DF_pkg_bdg_en_pms.eps,Never,"Canada, Metribuzin Mx, herbicide","Black, PMS 285 C Blue, PMS 349 C Green, PMS 376 C Green",
"Metribuzin Mx, herbicide","Metribuzin Mx, herbicide",CA_Metribuzin_Mx_75_DF_pkg_txt_en_pms.eps,Never,"Canada, Metribuzin Mx, herbicide","Black, PMS 285 C Blue, PMS 349 C Green",
CURZATE 60 WG FUNGICIDE,Curzate 60 WG,GB_Curzate_60_WG_pkg_bdg_es_pms.eps,Never,"U.K, Curzate 60 WG, Fungicide, Cymoxanil , English, Fungicide","PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",
