title,info,file,expires,tags,usage,country,product_category
Uphold 360SC Insecticde,Uphold 360SC,TN_Uphold_360SC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Uphold; 360SC; 360SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Tracer 240 SC Insecticide,Tracer 240 SC Insecticide,TN_Tracer_240SC_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Tracer®; 240 SC; 240EC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
"Tarzec WG Herbicide , 01/28/20","Tarzec WG Herbicide , 01/28/20",TN_Tarzec_WG_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Tarzec; WG; WG;,"Black, PMS 349 C Green, PMS 285 C Blue",Tunisia,Herbicide
Talendo 200EC Fungicide,Talendo 200EC Fungicide,TN_Talendo_200EC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; FONGICIDE; FRENCH & ARABIC; Talendo; 200EC; 200EC;,"Black, PMS 513 C Purple, PMS 285 C Blue",Tunisia,Fungicide
Systhane 240EC Herbicide,Systhane 240EC Herbicide,TN_Systhane_240EC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; FONGICIDE; FRENCH & ARABIC; Systhane; 240EC; 240 EC;,"Black, PMS 513 C Purple, PMS 285 C Blue",Tunisia,Herbicide
Success Appat Insecticide,Success Appat Insecticide,TN_Success_Appat_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Success Appat;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Sanhormone 720SL Herbicide,Sanhormone 720SL Herbicide,TN_Sanhormone_720SL_bilingual_pkg txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Sanhormone; 720SL; 720SL;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Sancozeb 80WP Fungicide,Sancozeb 80WP Fungicide,TN_Sancozeb__80WP_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; FONGICIDE; FRENCH & ARABIC; Sancozeb; 80WP; 80WP;,"Black, PMS 513 C Purple, PMS 285 C Blue",Tunisia,Fungicide
Sanaphend 720SL Herbicid,Sanaphend 720SL Herbicid,TN_Sanaphend_720SL_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Sanaphend; 720SL; 720SL;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Sabithane GOLD Fungicide,Sabithane GOLD Fungicide,TN_Sabithane_GOLD_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; FONGICIDE; FRENCH & ARABIC; Sabithane; GOLD;,"Black, PMS 513 C Purple, PMS 285 C Blue",Tunisia,Fungicide
Runner 240SC Insecticide,Runner 240SC Insecticide,TN_Runner_240SC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Runner; 240SC; 240SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Reldan 40EC Insecticide,Reldan 40EC Insecticide,TN_Reldan_40_EC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Reldan; 40 EC; 40 EC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Radiant 120SC Insecticde,Radiant 120SC Insecticde,TN_Radiant_120SC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Radiant; 120SC; 120SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Pallas 450D Herbicide,Pallas 450D Herbicide,TN_Pallas_45OD_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Pallas; 45OD; 45OD;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Nikos Forte Herbicide,Nikos Forte Herbicide,TN_Nikos_Forte_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Nikos; Forte;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Nikos 306SE Herbiide,Nikos 306SE Herbiide,TN_Nikos_306SE_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Nikos; 306SE; 306SE;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Mustang 306 Herbicide,Mustang 306 Herbicide,TN_Mustang_306_SE_formulation_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Mustang®; 306; SE formulation; 306 SE;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Lorvek 480 Insecticide,Lorvek 480 Insecticide,TN_Lorvek_480EC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Lorvek®; 480EC; 480EC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Lorvek 5G Insecticide,Lorvek 5G Insecticide,TN_Lorvek_5G_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Lorvek®; 5G; 5G;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Lorsban 5G Insecticide,Lorsban 5G Insecticide,TN_Lorsban_5G_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Lorsban; 5G; 5G;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Lontrel EC Herbicide,Lontrel EC Herbicide,TN_Lontrel_EC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Lontrel; EC; EC;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Laser 240SC Insecticide,Laser 240SC Insecticide,TN_Laser_240SC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Laser; 240SC; 240SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Lannate 25WP Insecticide,Lannate 25WP Insecticide,TN_Lannate_25WP_bilingual_pkg txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Lannate; 25WP; 25WP;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Lancelot Neo Herbicde,Lancelot Neo Herbicde,TN_Lancelot_Neo_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Lancelot®; Neo;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Karathane 350EC Insecticide,Karathane 350EC Insecticide,TN_Karathane_350EC_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Karathane; 350EC; 350 EC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Herbolex Max Herbicide,Herbolex Max Herbicide,TN_Herbolex__Max_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Herbolex; Max; Max;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Gallant SUPER Herbicide,Gallant SUPER Herbicide,TN_Gallant_SUPER_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Gallant; SUPER;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Floramix WG Herbicide,Floramix WG Herbicide,TN_Floramix_WG_BiLingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Floramix®; WG; WG;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Fidelity 400WG Insecticide,Fidelity 400WG Insecticide,TN_Fidelity_400WG_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Fidelity; 400WG; 400WG;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Exaq EC Insectcide,Exaq EC Insectcide,TN_Exaq_EC_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Exaq; EC; EC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Epidor SE Fungicide,Epidor SE Fungicide,TN_Epidor_SE_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; FONGICIDE; FRENCH & ARABIC; Epidor; SE; SE;,"Black, PMS 513 C Purple, PMS 285 C Blue",Tunisia,Fungicide
Dursban 4E Insecticide,Dursban 4E Insecticide,TN_Dursban_4E_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Dursban; 4E; 4E;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Duracid 480EC Insecticide,Duracid 480EC Insecticide,TN_Duracid_480_EC_BiLingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Duracid; 480EC; 480 EC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Duracid 5G Insecticde,Duracid 5G Insecticde,TN_Duracid_5G_BiLingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Duracid; 5G; 5G;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Dithane M45 Fungicide,Dithane M45 Fungicide,TN_Dithane_M45_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; FONGICIDE; FRENCH & ARABIC; Dithane; M45; M45;,"Black, PMS 513 C Purple, PMS 285 C Blue",Tunisia,Fungicide
Derby 175SC Herbicide,Derby 175SC Herbicide,"TN_Derby_175_G_L,_EC_formulation_bilingual_pkg_txt_fr-ar_pms.eps",Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Derby; 175 G/L; EC formulation; 175 G/L; EC formulation;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Curzate M Fungicide,Curzate M Fungicide,TN_Curzate_M_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; FONGICIDE; FRENCH & ARABIC; Curzate; M; M;,"Black, PMS 513 C Purple, PMS 285 C Blue",Tunisia,Fungicide
Closer 240SC Insecticide,Closer 240SC Insecticide,TN_Closer_240SC_BiLingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; INSECTICIDE; FRENCH & ARABIC; Closer®; 240SC; 240SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Tunisia,Insecticide
Clip WG Fungicide,Clip WG Fungicide,TN_Clip_WG_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; FONGICIDE; FRENCH & ARABIC; Clip; WG; WG;,"Black, PMS 513 C Purple, PMS 285 C Blue",Tunisia,Fungicide
Classico WG Herbicide,Classico WG Herbicide,TN_Classico_WG_BiLingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Classico; WG; WG;,"Black, PMS 349 C Green, PMS 285 C Blue",Tunisia,Herbicide
Aubaine SC Herbicide,Aubaine SC Herbicide,TN_Aubaine_SC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Tunisia; HERBICIDE; FRENCH & ARABIC; Aubaine®; SC; SC;,"Black, PMS 361 C Green, PMS 285 C Blue",Tunisia,Herbicide
Tracer 480SC Insecticide,Tracer 480SC Insecticide,SN_Tracer_480SC_pkg_txt_fr_pms.eps,Never,SENEGAL; INSECTICIDE; FRENCH; Tracer; 480SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Senegal,Insecticide
"Telodrip 1,3D Nematicide","Telodrip 1,3D Nematicide",SN_Telodrip_1_3D_pkg_txt_fr_pms.eps,Never,SENEGAL; NEMATICIDE; FRENCH; Telodrip; 1;3D;,"Black, PMS 731 C Brown, PMS 285 C Blue",Senegal,Nematicide
Success Appat 0.24CB Insecticide,Success Appat 0.24CB Insecticide,SN_Success_Appat_0.24CB_pkg_txt_fr_pms.eps,Never,SENEGAL; INSECTICIDE; FRENCH; Success Appat; 0.24CB;,"Black, PMS 158 C Orange, PMS 285 C Blue",Senegal,Insecticide
Laser 480SC Insecticide,Laser 480SC Insecticide,SN_Laser_480SC_bilingual_pkg_txt_fr_pms.eps,Never,SENEGAL; INSECTICIDE; FRENCH; Laser; 480SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Senegal,Insecticide
Dursban 5G Insecticide,Dursban 5G Insecticide,SN_Dursban_5G_pkg_txt_fr_pms.eps,Never,SENEGAL; INSECTICIDE; FRENCH; Dursban; 5G;,"Black, PMS 158 C Orange, PMS 285 C Blue",Senegal,Insecticide
"Condor 1,3D Nematicide","Condor 1,3D Nematicide",SN_Condor_1_3D_pkg_txt_fr_pms.eps,Never,SENEGAL; NEMATICIDE; FRENCH; Condor; 1;3D;,"Black, PMS 731 C Brown, PMS 285 C Blue",Senegal,Nematicide
Rainbow 25OD Insecticide,Rainbow 25OD Insecticide,SL_Rainbow_25OD_pkg_txt_fr_pms.eps,Never,SIERRA LEONE; INSECTICIDE; FRENCH; Rainbow; 25OD;,"Black, PMS 158 C Orange, PMS 285 C Blue",Sierra Leone,Insecticide
Mamba MAX Herbicide,Mamba MAX Herbicide,SL_Mamba_MAX_bilingual_pkg_txt_fr_pms.eps,Never,SIERRA LEONE; HERBICIDE; FRENCH; Mamba; MAX;,"Black, PMS 361 C Green, PMS 285 C Blue",Sierra Leone,Herbicide
Clincher NEO Herbicide,Clincher NEO Herbicide,SL_Clincher_NEO_pkg_txt_fr_pms.eps,Never,SIERRA LEONE; HERBICIDE; FRENCH; Clicnher; NEO;,"Black, PMS 361 C Green, PMS 285 C Blue",Sierra Leone,Herbicide
Dursban 20EC Insecticide,Dursban 20EC Insecticide,SH_Dursban_20_EC_pkg_txt_fr_pms.eps,Never,ST HELENA; INSECTICIDE; FRENCH; Dursban; 20 EC;,"Black, PMS 158 C Orange, PMS 285 C Blue",,Insecticide
Rainbow 25OD Herbicide,Rainbow 25OD Herbicide,NG_Rainbow_25OD_pkg_txt_en_pms.eps,Never,NIGERIA; HERBICIDE; ENGLISH; Rainbow; 25OD;,"Black, PMS 361 C Green, PMS 285 C Blue",Nigeria,Herbicide
Mozkill 120SC Insecticde,Mozkill 120SC Insecticde,NG_Mozkill_120SC_bilingual_pkg_txt_en_pms.eps,Never,NIGERIA; INSECTICIDE; ENGLISH; Mozkill; 120SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Nigeria,Insecticide
Garlon4 Herbicide,Garlon4 Herbicide,NG_Garlon_4_480_g_l_EC_FORNGLATION_pkg_txt_en_pms.eps,Never,NIGERIA; HERBICIDE; ENGLISH; Garlon4; 480 g/l; EC FORMULATION;,"Black, PMS 361 C Green, PMS 285 C Blue",Nigeria,Herbicide
Cranstan SPECTRUM Herbicide,Cranstan SPECTRUM Herbicide,NG_Cranstan_Spectrum_pkg_txt_en_pms.eps,Never,NIGERIA; HERBICIDE; ENGLISH; Cranstan; SPECTRUM;,"Black, PMS 361 C Green, PMS 285 C Blue",Nigeria,Herbicide
Uphold Insecticde,Uphold Insecticde,MU_Uphold_pkg_txt_fr-ar_pms.eps,Never,MAURITIUS; INSECTICIDE; FRENCH; Uphold;,"Black, PMS 158 C Orange, PMS 285 C Blue",United States,Insecticide
Tordon 101 Herbicide,Tordon 101 Herbicide,MU_Tordon_101_bilingual_pkg_txt_fr_pms.eps,Never,MAURITIUS; HERBICIDE; FRENCH; Tordon; 101;,"Black, PMS 361 C Green, PMS 285 C Blue",United States,Herbicide
Starane Herbicide,Starane Herbicide,MU_Starane_pkg_txt_fr_pms.eps,Never,MAURITIUS; HERBICIDE; FRENCH; Starane;,"Black, PMS 361 C Green, PMS 285 C Blue",United States,Herbicide
Radiant 120SC Insecticide,Radiant 120SC Insecticide,MU_Radiant_120SC_pkg_txt_fr_pms.eps,Never,MAURITIUS; INSECTICIDE; FRENCH; Radiant; 120SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",United States,Insecticide
Dithane M45 Insectcide,Dithane M45 Insectcide,MU_Dithane_M45_pkg_txt_fr_pms.eps,Never,MAURITIUS; INSECTICIDE; FRENCH; Dithane; M45;,"Black, PMS 158 C Orange, PMS 285 C Blue",United States,Insecticide
Curzate PRO Fungicide,Curzate PRO Fungicide,MU_Curzate_PRO_pkg_txt_fr_pms.eps,Never,MAURITIUS; FONGICIDE; FRENCH; Curzate; PRO;,"Black, PMS 513 C Purple, PMS 285 C Blue",United States,Fungicide
Curzate 600WG Fungicide,Curzate 600WG Fungicide,MU_Curzate_600WG_pkg_txt_fr_pms.eps,Never,MAURITIUS; FONGICIDE; FRENCH; Curzate; 600WG;,"Black, PMS 513 C Purple, PMS 285 C Blue",United States,Fungicide
Tracer 240SC Insecticide,Tracer 240SC Insecticide,MG_Tracer_240SC_pkg txt_fr_pms.eps,Never,MADAGASCAR; INSECTICIDE; FRENCH; Tracer; 240SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Madagascar,Insecticide
Spintordust Inescticide,Spintordust Inescticide,"MG_Spintordust_1,25_POUDER_pkg_txt_fr_pms.eps",Never,MADAGASCAR; INSECTICIDE; FRENCH; Spintordust; 1;25 POUDER;,"Black, PMS 158 C Orange, PMS 285 C Blue",Madagascar,Insecticide
Reldan 2M Insecticide,Reldan 2M Insecticide,MG_Reldan_2M_pkg_txt_fr_pms.eps,Never,MADAGASCAR; INSECTICIDE; FRENCH; Reldan; 2M;,"Black, PMS 158 C Orange, PMS 285 C Blue",Madagascar,Insecticide
Vydate 240EC Insecticde,Vydate 240EC,MA_Vydate_240EC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Vydate; 240EC; 240 EC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Vydate 10 G Insecticide,Vyddate 10G,MA_Vydate_10_G_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Vydate; 10 G; 10 G;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Uphold 360 SC Insecticde,Uphold 360SC,MA_Uphold_360SC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Uphold™; 360 SC; 361 SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Turbo ZM Fungicide,Turbozm,MA_Turbo_ZM_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; FONGICIDE; FRENCH & ARABIC; Turbo; ZM; ZM;,"Black, PMS 513 C Purple, PMS 285 C Blue",Morocco,Fungicide
Turbo Z Fungicide,Turbo Z,MA_Turbo_Z_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; FONGICIDE; FRENCH & ARABIC; Turbo; Z; Z;,"Black, PMS 513 C Purple, PMS 285 C Blue",Morocco,Fungicide
Tracer 480 SC Insecticide,Tracer 480 SC Insecticide,MA_Tracer_480SC_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Tracer; 480 SC; SC 480;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Toro 720SLl Herbicide,Toro 720SLl Herbicide,MA_Toro_720SL_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Toro; 720SL;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Telone II Nematicide,Telone lI,MA_Telone_II_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; NEMATICIDE; FRENCH & ARABIC; Telone II™;,"Black, PMS 731 C Brown, PMS 285 C Blue",Morocco,Nematicide
Telodrip Nematicide,Telodrip,MA_Telodrip_pkg txt_fr-ar_pms.eps,Never,Morocco; NEMATICIDE; FRENCH & ARABIC; Telodrip;,"Black, PMS 731 C Brown, PMS 285 C Blue",Morocco,Nematicide
Tarzec WG Herbicide,Tarzec WG,MA_Tarzec_WG_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Taezec; WG; WG;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Systhane 240 EC Fungicide,Systhane 240EC,MA_Systhane_240EC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; FONGICIDE; FRENCH & ARABIC; Systhane; 240 EC; 240 EC;,"Black, PMS 513 C Purple, PMS 285 C Blue",Morocco,Fungicide
Success APPAT Insecticide,Appat,MA_Success_APPAT_BiLingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Success; APPAT;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Sanazole 250 EC Fungicide,Sanzole 250EC,MA_Sanazole_250_EC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; FONGICIDE; FRENCH & ARABIC; Sanazole; 250 EC; 250 EC;,"Black, PMS 513 C Purple, PMS 285 C Blue",Morocco,Fungicide
Rainbow 25 0D Herbicide,Rainbow 25 0D Herbicide,MA_Rainbow_25_OD_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Rainbow™; 25 OD; 25OD;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Radiant 120 SC Insecticide,Radiant,MA_Radiant_120_SC_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Radiant; 120 SC; 120 SC;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Quelex WG Herbicide,Quelex WG,MA_Quelex_WG_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Quelex; WG; WG;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Pallas 45 OD Herbicide,Pallas 45 OD Herbicide,MA_Pallas_45_OD_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Pallas™; 45 OD; OD 45;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Nurellef Herbicide,Nurellef,MA_Nurellef_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Nurellef;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Nurelle Insecticide,Nurelle,MA_Nurelle_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Nurelle;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Mustang FORTE Herbicide,Mustang FORTE Herbicide,MA_Mustang_FORTE_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Mustang; FORTE®;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Mustang 306 SE Herbicide,Mustang 306 SE Herbicide,MA_Mustang_306_SE_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Mustang™; 306 SE; SE 306;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Mamba MAX 480 SL Herbicide,Mamba MAX 480 SL Herbicide,MA_Mamba_MAX_480_SL_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Mamba®; MAX 480 SL;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Mamba 360 SL Herbicide,Mamba 360SL,MA_Mamba_360_SL_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Mamba™; 360 SL;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Lontrel EXTRA Herbicide,Lontrel EXTRA Herbicide,MA_Lontrel_EXTRA_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Lontrel; EXTRA;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Lontrel 100 SL Herbicde,Lontrel,MA_Lontrel_100_SL_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Lontrel; 100 SL; 100 SL;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Lannate 25 WP Insecticde,Lannate,MA_Lannate_25WP_bilingual_pkg txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Lannate; 25 WP; 25 WP;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Lannate 20 SL Insecticide,Lannate 20SL,MA_Lannate_20_SL_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Lannate; 20 SL; 20 SL;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Lancelot NEO Herbicde,Lancelot,MA_Lancelot_NEO_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Lancelot; NEO;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Lancelot 450 WG Herbicide,Lancelot 450 WG Herbicide,MA_Lancelot_450WG_bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; HERBICIDE; FRENCH & ARABIC; Lancelot; 450 WG; WG 450;,"Black, PMS 361 C Green, PMS 285 C Blue",Morocco,Herbicide
Karathane 3D Fungicide,Karathane,MA_Karathane_3D_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; FONGICIDE; FRENCH & ARABIC; Karathane; 3D; 3D;,"Black, PMS 513 C Purple, PMS 285 C Blue",Morocco,Fungicide
Inline TM Nematicide,Inline TM,MA_Inline_TM_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; NEMATICIDE; FRENCH & ARABIC; Inline; TM; TM;,"Black, PMS 731 C Brown, PMS 285 C Blue",Morocco,Nematicide
Fidelity 400 WG Insecticide,Fidelity 400WG,MA_Fidelity_400WG_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Fidelity; 400 WG; 400 WG;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Equation PRO Fungicide,Equation Pro,MA_Equation_PRO_BiLingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; FONGICIDE; FRENCH & ARABIC; Equation®; PRO;,"Black, PMS 513 C Purple, PMS 285 C Blue",Morocco,Fungicide
Dursban 75 WG Insecticide,Dursban 75WG,MA_Dursban_75_WG_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Dursban; 75 WG; 75 WG;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
Dursban 20CS Insecticide,Dursban 20CS,MA_Dursban_20CS_Bilingual_pkg_txt_fr-ar_pms.eps,Never,Morocco; INSECTICIDE; FRENCH & ARABIC; Dursban; 20 CS; 20 CS;,"Black, PMS 158 C Orange, PMS 285 C Blue",Morocco,Insecticide
